client_id,client_name
0ea2eb4e-cc91-5b02-9638-b55a3fb9d28f,MUNICIPALITY OF BAYAMON
307c741a-e1f9-5f86-a292-0ee1a0491f5c,IMMIGRATION EQUALITY
bd8ca17c-281d-5f1f-81f5-47fa34723ba0,350 ORG (FORMERLY KNOWN AS 1SKY EDUCATION FUND)
d33e7302-859c-53fa-b899-4dbff934ac40,APLASTIC ANEMIA & MDS INTERNATIONAL FOUNDATION
811f0d7b-c9db-5731-938c-c3bf7a144432,J2 GLOBAL COMMUNICATIONS INC
c7375e74-d421-50f1-994a-4ba5ba0e535f,AMERICAN SOCIETY FOR RADIATION ONCOLOGY
5e785cfc-b06f-5a58-a0b5-098678b3d4e7,LONG NYQUIST AND ASSOCIATES
97e27d24-e782-5fde-bee3-796ca97efff2,MARINE SPILL RESPONSE CORPORATION
1ba7cab2-1a8a-5afd-af13-e91094f5537f,"CAMBRIDGE ISOTOPE LABORATORIES, INC."
d0b1de4e-72f9-5102-9e62-d82d687eebc2,SOUTHERN ENVIRONMENTAL LAW CENTER
5b519403-cc62-5a4e-946c-06934874a6c2,SUSTAINABLE MARINE INFRASTRUCTURE
98a115d4-9b9c-5c39-a0bb-ff556c7bd924,CITY OF RICHMOND CA
919a916f-1225-5e6f-88f6-8169aa83aed2,"WINNING STRATEGIES WASHINGTON (ON BEHALF OF MIDDLESEX COUNTY, NEW JERSEY)"
db469d90-f3b3-5e5b-911d-67ac35024695,"EURONET WORLDWIDE, INC."
29008f85-a7c1-5274-b258-5493f8df803d,NATIONAL SMALL BUSINESS ASSOCIATION
aa2011ca-cea0-57c7-9489-65185ed4b5af,KANSAS GOVERNOR'S MILITARY COUNCIL (GMC)
a418f2cb-c22f-5a37-aa38-665713df7d89,TOP TOBACCO L P
cf54cceb-49e0-54e8-b32a-20c6a83e9f9a,TERREBONNE NAVIGATION COALITION
a15ef18e-d6aa-5e47-94f0-b5ba4f5bc895,RURAL COMMUNITY DEVELOPMENT CORPORATIONS
18d60009-ba30-54e7-a6bb-ddd5ffdb6623,TOWNSHIP OF IRVINGTON
dd07b913-a302-5d8e-b5a0-9d0be58d45fc,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER
23bede20-974b-5549-8ff3-b407c3335eca,US JHI CORPORATION D/B/A EATWARE PRODUCTS
ce900776-0c18-5bdc-ae3b-0d006f9d91f3,AMERICAN ASSOCIATION FOR GERIATRIC PSYCHIATRY
9f90ec5a-5df6-5073-a62a-f6dc1901bb6c,"VIIAD SYSTEMS, LLC"
0d983c3a-f45a-5acb-9870-e3514d73fb0f,PACIFIC NORTHWEST WATERWAYS ASSOCIATION
badf8331-bbcc-52b0-999a-26aaffad6e7e,CITY OF FORT LAUDERDALE
b13ea9b8-8e82-57b8-8177-1c089479c52f,LAFAYETTE CONSOLIDATED GOVERNMENT
276ca2c6-f4e1-5b4e-843a-f25caf64db63,HARVEY GULF INTERNATIONAL
4b3e8b16-eb5b-5221-814b-5c8342861aad,AMERICAN ASSOCIATION OF PORT AUTHORITIES
77ad5acb-2f28-550b-a995-622317e62f52,GEORGE MASON UNIVERSITY FOUNDATION
5e628ab9-e583-5558-9b85-15bb81678b6c,MYRTLE BEACH PERFORMING ARTS CENTER (FKA RIVOLI THEATER GROUP)
5b8f57c6-497e-57cb-982b-09b49b09b47d,AMERICAN BENEFITS COUNCIL
b42d9a38-7960-53b3-8434-e453fa395fa8,UNITED STATES BUSINESS AND INDUSTRY COUNCIL
a4dbd4a5-c576-55f5-ae5f-c78d3c498f3c,TAMIL AMERICAN PEACE INITIATIVE
9fffaedb-e108-5e53-8125-303896a340f7,SOCIETY FOR NEUROSCIENCE
10e8c24a-8f92-5f31-b08c-0c5581b551e5,CONVATEC
bbf638ac-4c5e-595d-b0b4-c984ef7bf343,TUBAC FIRE DISTRICT
711da105-8c8a-560f-be67-8dab28d16055,AMS GROUP
66dbbcf3-2beb-5253-9c75-175ec3508f25,"CITY OF ROSEMEAD, CA"
ad26274e-0b6b-5c5b-9c08-d6596fa306d0,"TIER 1 GROUP, LLC (TIG)"
ceb1e6eb-aa6b-5c0a-ab9d-dc0c5f0dfa08,CENTER ON BUDGET AND POLICY PRIORITIES
9d4303ac-9050-5c08-ad92-cbad86a72a54,SAN JUAN COUNTY COMMISSION
5fa051f5-4833-5a9e-8874-e30864204cdb,VTREE
3b726931-3e6c-5319-99aa-1b5a4b6db6b0,FINANCIAL DATA AND TECHNOLOGY ASSOCIATION NORTH AMERICA
75ff96f5-5fe1-53e3-bc33-7c74a42e0e02,INTERNATIONAL FACILITY MANAGEMENT ASSN
75c07fca-43fd-5e6c-9e6f-dae65b7b7c68,SHINE MEDICAL TECHNOLOGIES
fbb0a6de-5fe3-57b3-9dff-4313dd694318,AMERICAN CRYSTAL SUGAR COMPANY
bb5a21f2-17b5-5508-be1d-e0a4f29940c8,NATIONAL CHILDHOOD CANCER FOUNDATION
077eb13f-84d8-56ba-9271-6281b06d6d27,UNIVERSITY OF FLORIDA FOUNDATION
a8ff6544-df25-5fd0-aab0-4d28171ac6eb,OMNI EMP
ad62ce5a-49c1-5349-8a0d-762961922060,COALITION TO PRESERVE INDEPENDENT CONTRACTOR STATUS
10df52fc-b96e-559c-8d9c-f5e480a9dffe,E-LOTTERY
819d3e65-9933-59ad-bff2-21d2b16a090f,UNIVERSITY OF NOTRE DAME
3dd04e94-756c-545a-9006-471fd48d769a,NATURAL STONE COUNCIL
060497a1-4740-50a0-94fd-c1dcbb669157,"ARMITAGE CONSULTING, LLC (0N BEHALF OF BORGWARNER, INC.)"
780a5dc3-03a3-5756-b1cd-7081ef12e203,"SMIRNOW LAW (ON BEHALF OF UTILITY-SCALE SOLAR COALITION ""INFORMAL"")"
7d2f4afc-704f-516e-8388-cf26295b2d5d,"GILA RIVER TELECOMMUNICATIONS, INC."
1a2d324f-90da-59cf-b303-40749f9ccd4b,GLENDALE COMMUNITY COLLEGE
c0280fec-cac2-5a00-a81d-f34b6561e535,OUACHITA INTERMODAL TERMINALS
06212077-ab91-5214-a9a7-7f4f3e79a6b8,SAN BERNARDINO VALLEY WATER CONSERVATION DISTRICT
5b9e51dc-7e3b-5a98-96c2-305d0e527ec3,VERMONT COUNTRY STORE
aea4fa83-f248-5083-9450-eaca727b5e41,CUBICORP LLC
1b89cc5d-7ab5-567c-8c5b-09baf30f423b,PENTASTAR AVIATION
0aabd3d4-fc05-5e80-b008-ea56e8a768b3,"CUSTOM MOLDED PRODUCTS, LLC"
8c36069c-9580-5a78-b0e5-c42f36d39864,IQVIA
3a3baf4f-60e5-50ad-adb5-3eac02c43a6d,VISION COUNCIL OF AMERICA
7d38fe14-62ec-55a4-af81-47e4a43f9485,OMAR MEDICAL SUPPLIES
f9004731-c3ea-56db-aaad-1858f02a8ac8,SEAFOOD HARVESTERS OF AMERICA
3e361c45-6293-5fa2-8991-d9a640799734,"PPC USA, INC."
e9ff7117-213b-5fcf-9cb8-50ebfc3075c3,NUVEEN INVESTMENTS INC
c66b4328-03e4-5fb1-b76b-d1c9c34ed9cc,AMERICAN CHIROPRACTIC ASSOCIATION
a5575d1f-d948-537c-89f4-bc56febe2370,HONU MARITIME SERVICES
16dad4ec-de84-5d90-9095-fc073d325f3a,COMMUNITY STREETCAR COALITION
498a62c3-6e41-5f37-857c-10204bb4b79b,CANADA PENSION PLAN INVESTMENT BOARD
2d3a7ea9-003c-544d-b461-0fa651adfb47,"CSRA, INC."
f6f722ee-9a35-576a-9b5d-2901cd300755,HANESBRANDS INC
194c31e4-9592-5380-a5af-ecfca329c129,"PORT OF RIDGEFIELD, WA"
38e8f0b0-2966-5e44-ac21-632ffe7c22d9,ARGENTUM
e6a0207d-98d9-574e-be24-1fe4703602bd,GRAYS HARBOR
254ad1a4-a74c-55fd-a3ce-6b4d275d5f4e,MCBEE STRATEGIC CONSULTING
c7fd7109-0c43-5692-b485-f22a359439af,LAKE COUNTY OHIO PORT AUTHORITY
ca7b31d9-4502-5503-af74-f2fddc3189b7,SAGAMORE DEVELPMENT CORPORATION
0cf4b0c8-def9-5d14-a613-38fbc4edb5fa,COALITION FOR THE ADVANCEMENT OF MEDICAL RESEARCH (CAMR)
5afaebd4-8e3c-5453-bb56-9ee0734310b9,GOOD SAMARITAN HOSPITAL
c19fb0c5-ae45-58db-81d4-7dab0c60b246,CENTRAL HEALTH
3d4fab92-7557-54ab-94c3-8e1087348d67,"CITY OF WICHITA, KS"
37b3b20c-ad90-52d3-b30d-5627118b40fc,"180 TURNING LIVES AROUND, INC"
521a3113-d47c-5caf-8fc0-671045df1da4,NORCAL MUTUAL INSURANCE COMPANY
3fc9204a-b426-5100-8bea-d8e9daf37846,PROFESSIONAL ENVIRONMENTAL ENGINEERS
f923c656-b602-52dc-8733-55d7568b5726,"ROBERTI GLOBAL, LLC ON BEHALF OF ASSURED GUARANTY MUNICIPAL CORP."
9fb4d3cb-15fa-58f4-989b-89763d479f92,PRINCE WILLIAM SOUND REGIONAL CITIZENS ADVISORY COUNCIL (PWSRCAC)
19c83f04-771f-5d4a-bc74-2fbcc7d7e6f2,COMMUNICATIONS CONSORTIUM MEDIA CENTER
7bb4df65-4eff-51fb-be7f-57921309d0f4,MAGNETIC EMMISSION CONTROL (MEC) AS
6a079c95-ba61-5e27-b8f9-6f1c4f078ac7,FEDERAL HOME LOAN BANK OF SEATTLE
04b71ebc-52f0-5b45-b82b-bf7b0846577a,PHEASANTS FOREVER
13b6e0f0-e7bd-5b72-b358-b43c90ae4205,IMMEDIATE RESPONSE TECHNOLOGIES
db2b8c4a-88de-5e42-b0a6-d5901407bfb5,KAYSVILLE CITY CORPORATION
faffe1d0-1e13-52fd-89d0-7dbb8c29f697,AFFORDABLE COMMUTING COALITION
